5.450095954648717544e+00,-6.091467706094034346e-02,-1.441080712261123997e+00
5.418925348868909531e+00,-9.821692588059786899e-02,-1.432788572721030995e+00
5.410675252295718884e+00,-1.356406577989015261e-01,-1.430703343904357494e+00
5.400233648034650003e+00,-1.728896026242392470e-01,-1.428100993501906224e+00
5.391464343354797073e+00,-2.100686982918978929e-01,-1.426015929311298169e+00
5.386297424339542950e+00,-2.473039450543119688e-01,-1.424965349452191443e+00
5.365436163406014813e+00,-2.836674379550455649e-01,-1.419777127899319646e+00
5.348185176469839597e+00,-3.199753468027546344e-01,-1.415623278764992277e+00
5.340325918430031571e+00,-3.566904003427296965e-01,-1.414055869589590841e+00
5.332561673466459595e+00,-3.880225597098622137e-01,-1.412490664776499871e+00
5.324231859600002892e+00,-4.245479302815418077e-01,-1.410923288533127984e+00
5.298326685664542346e+00,-4.594747346694870727e-01,-1.404700989573029801e+00
5.279886325082588705e+00,-4.947748168257594670e-01,-1.400547687008834252e+00
5.266976187543597199e+00,-5.304150752147102077e-01,-1.397946178152513541e+00
5.249982323051077593e+00,-5.654813766130715180e-01,-1.394310246723785118e+00
5.240431629712722028e+00,-6.012126307214832321e-01,-1.392743295888213328e+00
5.221046361913897371e+00,-6.356655862757450981e-01,-1.388590344965000778e+00
5.199517581659885757e+00,-6.696254532099901180e-01,-1.383920171670094845e+00
5.193082120151638392e+00,-7.053953342961135631e-01,-1.383387979610235741e+00
5.184485612073212124e+00,-7.408300635876194917e-01,-1.382338677361471868e+00
5.175645451091660298e+00,-7.761751344875954528e-01,-1.381289338851364290e+00
5.151294582813831902e+00,-8.090230701631043742e-01,-1.376102323012214468e+00
5.140079262934725612e+00,-8.437627147591105770e-01,-1.374536084284096793e+00
5.128628021090349876e+00,-8.783810766384073654e-01,-1.372969809866299906e+00
5.118843237547192615e+00,-9.132173787794301001e-01,-1.371920808918486001e+00
5.105021107413647563e+00,-9.472476058892044248e-01,-1.369837514982420679e+00
5.083384395329515471e+00,-9.796555465180440958e-01,-1.365685434328586911e+00
5.072906736289460206e+00,-1.014087103313743077e+00,-1.364636807636142590e+00
5.058411032567184940e+00,-1.047628164018338914e+00,-1.362553771008260473e+00
5.045580295538475646e+00,-1.081419310506943843e+00,-1.360988007448475257e+00
5.038178709928096133e+00,-1.116339438159077879e+00,-1.360974011402356521e+00
5.017354344501614882e+00,-1.148169785875686078e+00,-1.357339550222306679e+00
4.998208895815868580e+00,-1.180206071178448557e+00,-1.354222363269899310e+00
4.986364070359150524e+00,-1.213866556889272141e+00,-1.353174249619881975e+00
4.978036852982404170e+00,-1.248361461841711817e+00,-1.353160595017683265e+00
4.965728233026148963e+00,-1.281822864755591818e+00,-1.352112533661605553e+00
4.939529472648293229e+00,-1.306290715486830845e+00,-1.346928864189984143e+00
